,date,y_true,ridge_pred,resid_pred,final_pred,lambda_selected,split,fold
0,2023-03-01,0.026601787426748437,0.008174279910103513,-0.025591692,0.008174279910103513,0.0,test,3
1,2023-03-02,0.033037009146259316,0.005399098502158615,-0.003329435,0.005399098502158615,0.0,test,3
2,2023-03-03,0.02060505923010844,0.005240703809449895,-0.0052591157,0.005240703809449895,0.0,test,3
3,2023-03-06,0.014240084320294407,0.001985204629267363,-0.014513108,0.001985204629267363,0.0,test,3
4,2023-03-07,0.027332218837689236,0.002703142950292203,-0.003267346,0.002703142950292203,0.0,test,3
5,2023-03-08,0.029659176127736726,0.002051807414345583,-0.014757111,0.002051807414345583,0.0,test,3
6,2023-03-09,0.04901329359447823,0.00434546556073628,-0.020774638,0.00434546556073628,0.0,test,3
7,2023-03-10,0.06546418279211634,0.005372146325612778,-0.0122800805,0.005372146325612778,0.0,test,3
8,2023-03-13,0.0672712336549117,0.006055555264428452,-0.00011876738,0.006055555264428452,0.0,test,3
9,2023-03-14,0.045636918796492704,0.0024386704558070644,-0.02596031,0.0024386704558070644,0.0,test,3
10,2023-03-15,0.0661940827592119,0.004762342855956904,-0.018784104,0.004762342855956904,0.0,test,3
11,2023-03-16,0.04525031333317777,0.003813360052684305,-0.009314849,0.003813360052684305,0.0,test,3
12,2023-03-17,0.06141193279328952,0.0057486098466435626,-0.021722963,0.0057486098466435626,0.0,test,3
13,2023-03-20,0.05198857384124661,0.006037184846624294,-0.022542743,0.006037184846624294,0.0,test,3
14,2023-03-21,0.038178984061280646,0.00789838170954995,0.0013900865,0.00789838170954995,0.0,test,3
15,2023-03-22,0.0504197794839829,0.007146079316835403,-0.026384301,0.007146079316835403,0.0,test,3
16,2023-03-23,0.0484013056406285,0.005728667152015395,-0.027960714,0.005728667152015395,0.0,test,3
17,2023-03-24,0.04265350201833807,0.007287183785278175,-0.014729542,0.007287183785278175,0.0,test,3
18,2023-03-27,0.024187176893639282,0.010362708251961707,-0.025190469,0.010362708251961707,0.0,test,3
19,2023-03-28,0.022143535705694224,0.011483368635986688,-0.023060348,0.011483368635986688,0.0,test,3
20,2023-03-29,0.027556832623219504,0.01292524074018338,-0.015450588,0.01292524074018338,0.0,test,3
21,2023-03-30,0.03029473159962309,0.011243420799668655,-0.02282979,0.011243420799668655,0.0,test,3
22,2023-03-31,0.014949083151656169,0.009386607286001571,-8.4482264e-05,0.009386607286001571,0.0,test,3
