,date,y_true,ridge_pred,resid_pred,final_pred,lambda_selected,split,fold
0,2023-06-01,0.05477845832810992,0.03880732068391118,-0.014604341,0.0351562353742269,0.25,test,6
1,2023-06-02,0.040938686477675956,0.03566175253775135,-0.013926221,0.03218019727330819,0.25,test,6
2,2023-06-05,0.04293727530318505,0.03244806235138797,-0.013240997,0.029137813164335717,0.25,test,6
3,2023-06-06,0.03912344724472156,0.02982965056037965,-0.014512708,0.02620147345772448,0.25,test,6
4,2023-06-07,0.03456382048269824,0.027497625917322292,-0.013775047,0.024053864188618317,0.25,test,6
5,2023-06-08,0.025747425973854005,0.022603077132758297,-0.0076498864,0.02069060552729348,0.25,test,6
6,2023-06-09,0.026501783372568418,0.018857725460606885,-0.008191979,0.01680973082088239,0.25,test,6
7,2023-06-12,0.023751976653930695,0.022943037203615672,-0.0109937675,0.020194595321184165,0.25,test,6
8,2023-06-13,0.025229692538013944,0.02104462700313512,-0.0074116164,0.019191722905958032,0.25,test,6
9,2023-06-14,0.0321377181987823,0.018178362494227867,-0.009761217,0.01573805823166428,0.25,test,6
10,2023-06-15,0.018863195416554707,0.02015899607172359,-0.011440969,0.017298753803653012,0.25,test,6
11,2023-06-16,0.025895379313293148,0.02225754024833726,-0.005874298,0.020788965736518672,0.25,test,6
12,2023-06-19,0.0335183621156678,0.021264905579680783,-0.0024841481,0.020643868545828593,0.25,test,6
13,2023-06-20,0.04121872260478066,0.022068491460074308,-0.0020868161,0.021546787429385456,0.25,test,6
14,2023-06-21,0.03963747188989949,0.017788557102721866,-0.0020868161,0.017266853072033014,0.25,test,6
15,2023-06-22,0.03589822685673932,0.012803456431401173,-0.0020868161,0.012281752400712321,0.25,test,6
16,2023-06-23,0.048452207550063936,0.018223974228828897,-0.0028012428,0.017523663541294386,0.25,test,6
17,2023-06-26,0.05562762136656875,0.02209720477223056,-0.0012943624,0.02177361418254333,0.25,test,6
18,2023-06-27,0.04434052157209923,0.01990393256504068,-0.0028012428,0.01920362187750617,0.25,test,6
19,2023-06-28,0.03689374836892453,0.01968975496499736,-0.03592087,0.010709537575234959,0.25,test,6
20,2023-06-29,0.04293443664856882,0.014423744228345838,-0.0367983,0.0052241696386165284,0.25,test,6
21,2023-06-30,0.0327332585572776,0.012931782294499612,-0.03770106,0.0035065175112960097,0.25,test,6
