,date,y_true,ridge_pred,resid_pred,final_pred,lambda_selected,split,fold
0,2024-06-03,0.04354147011397995,0.021068370896154213,-0.0007709076,0.021068370896154213,0.0,test,18
1,2024-06-04,0.047027724422212765,0.023742605348355154,0.00019744897,0.023742605348355154,0.0,test,18
2,2024-06-05,0.03472990256493733,0.023225948421884735,0.00019744897,0.023225948421884735,0.0,test,18
3,2024-06-06,0.04071605165363032,0.02491313910531227,0.00019744897,0.02491313910531227,0.0,test,18
4,2024-06-07,0.043185295804974724,0.01995728704040915,0.0067264982,0.01995728704040915,0.0,test,18
5,2024-06-10,0.04098345910909561,0.017443461280623337,0.0067264982,0.017443461280623337,0.0,test,18
6,2024-06-11,0.048758428004384714,0.01912411160816002,0.0067264982,0.01912411160816002,0.0,test,18
7,2024-06-12,0.031245901857717324,0.013741281133700396,0.007576595,0.013741281133700396,0.0,test,18
8,2024-06-13,0.035665137246686476,0.01020587756396883,0.007576595,0.01020587756396883,0.0,test,18
9,2024-06-14,0.037881896773781225,0.011317200673229718,0.007576595,0.011317200673229718,0.0,test,18
10,2024-06-17,0.03579300647937071,0.008621008308480265,-0.002479788,0.008621008308480265,0.0,test,18
11,2024-06-18,0.01868182659998871,0.012250722932819142,-0.012577041,0.012250722932819142,0.0,test,18
12,2024-06-19,0.010853226816652019,0.011338587117601977,-0.024975345,0.011338587117601977,0.0,test,18
13,2024-06-20,0.006875829787640281,0.01341998251060509,-0.024975345,0.01341998251060509,0.0,test,18
14,2024-06-21,0.01862209366571137,0.013567271420506153,-0.023550054,0.013567271420506153,0.0,test,18
15,2024-06-24,0.02034143217556916,0.017180795089317517,-0.023550054,0.017180795089317517,0.0,test,18
16,2024-06-25,-0.006607708306818677,0.011603908104390666,-0.023550054,0.011603908104390666,0.0,test,18
17,2024-06-26,-0.013015489681118856,0.006527372153255628,-0.025172994,0.006527372153255628,0.0,test,18
18,2024-06-27,-0.0035324307446912033,0.0024690510962407843,-0.030543512,0.0024690510962407843,0.0,test,18
19,2024-06-28,0.0009922046915773733,0.00709885777268919,-0.015639083,0.00709885777268919,0.0,test,18
